title,position,requirements
Аналитик данных (кампании продаж),junior,"['oracle oracle', 'sas', 'sas', 'hive', 'sql', 'c', 'sas', 'sas', 'hive']"
Ведущий специалист по персональным данным,senior,[]
Data Scientist (STT-системы),junior,"['python', 'mysql', 'c']"
Антикризисный менеджер/Аналитик-контролер бизнес процессов (отделов)/,intern,[]
Data scientist,middle,['sql']
Аналитик данных,junior,"['sql', 'python', 'pandas', 'plotly', 'python', 'python', 'template', 'python', 'sql']"
Аналитик данных,junior,"['python', 'pandas', 'selenium']"
Аналитик маркетинговых данных,middle,"['sql', 'google analytics']"
Аналитик данных,junior,[]
Аналитик (Отдел анализа данных и моделирования),junior,"['sql', 'dcf', 'python']"
Помощник аналитика данных,intern,[]
Аналитик данных,junior,['sql server']
Инженер-аналитик (Data Science - NLP/LLMs),junior,"['python', 'git', 'docker', 'transformers', 'python', 'pytorch', 'tensorflow', 'question answering', 'transformers', 'git', 'docker']"
Специалист по аналитике баз данных,intern,[]
Data Analyst,junior,"['postgresql', 'amplitude', 'python']"
Аналитик данных,intern,['big data']
Аналитик бизнес-процессов,junior,"['camunda', 'bizagi']"
Специалист по аналитике баз данных,intern,[]
Аналитик данных / Data Scientist в финтех-проект,junior,"['python', 'sql', 'big data', 'data analysis', 'data analysis']"
Аналитик данных (Data Analyst / дата-аналитик),middle,"['sql', 'python']"
Аналитик баз данных,middle,"['postgresql', 'sql']"
Аналитик бизнес-процессов в Яндекс 360,middle,"['reengineering', 'conversion rate']"
Аналитик данных,junior,"['sql', 'python', 'pandas', 'numpy', 'dbeaver']"
Аналитик бизнес-процессов в Яндекс 360,middle,"['reengineering', 'conversion rate']"
BI Analyst,junior,"['b', 'agile', 'figma']"
Аналитик данных,junior,[]
"Middle Data Scientist, RecSys, Ozon Банк",middle,[]
"Senior Data Scientist, RecSys, Ozon Банк",senior,[]
Аналитик данных/Аналитик CPA,junior,['sql']
Аналитик данных,middle,"['sql', 'python']"
Senior/Lead Data Analyst (Региональный и государственный сектор),senior,"['sql', 'python']"
Аналитик бизнес-процессов,middle,[]
Data-аналитик,junior,['sql']
Аналитик данных,junior,"['python', 'pandas', 'sql', 'postgresql']"
Программист-аналитик (Power BI),junior,[]
Программист-аналитик (Power BI),junior,"['sql', 'mysql', 'sql']"
Специалист по аналитике данных (BI/SQL),junior,[]
Senior Antifraud Data&Process Analyst/Старший аналитик данных и процессов по борьбе с мошенничеством,senior,"['sql', 'python', 'tableau']"
BI-аналитик,junior,['tableau']
Аналитик данных по складской логистики,junior,"['sql', 'bigquery', 'tableau']"
Senior Data Analyst (Python),senior,"['data analysis', 'python', 'sql', 'microservices', 'flask']"
Аналитик бизнес-процессов,junior,[]
Аналитик данных,junior,['sql']
Младший дата-инженер / BI-аналитик,junior,"['python', 'postgresql', 'git', 'python', 'git', 'sql', 'postgresql', 'yandex']"
Senior Data Analyst (аналитик данных),senior,"['data analysis', 'data analysis', 'analysis marketing', 'sql', 'python', 'b']"
Аналитик данных/BI-аналитик/Специалист по аналитике,junior,"['sql', 'sql', 'sql', 'python', 'pandas', 'numpy', 'beautifulsoup', 'selenium', 'plotly', 'docker', 'dockerfile', 'plotly', 'postgresql', 'git', 'live coding', 'sql']"
Аналитик по описанию бизнес-процессов,junior,[]
Аналитик данных в сфере здравоохранения,junior,[]
Бизнес-аналитик данных,junior,"['python', 'sql']"
Аналитик данных,middle,"['python', 'postgresql', 'mysql', 'sql', 'postgresql', 'mysql', 'hive', 'python', 'pandas', 'tensorflow', 'numpy', 'matplotlib']"
Оператор / Аналитик базы данных Smart Up,junior,[]
Аналитик данных,junior,['sql']
Аналитик по визуализации (BI отчетности) senior,senior,[]
Аналитик данных / Excel Аналитик,junior,"['b', 'tableau', 'sql', 'python']"
Lead Data Scientist,senior,"['sql', 'sql']"
Lead Data Scientist,senior,"['sql', 'sql']"
Data Scientist NLP,middle,['python']
Junior data аналитик,junior,"['sql', 'python', 'oracle oracle', 'pandas']"
Эксперт - аналитик данных в Департамент внутреннего аудита,junior,"['sql', 'sql']"
Antifraud Data Analyst,middle,"['python', 'sql']"
Data analyst,junior,[]
Аналитик данных,middle,"['sql', 'python', 'pandas', 'numpy']"
Аналитик данных / CRM-аналитик,junior,"['sql', 'python']"
Data Scientist,senior,"['python', 'numpy', 'pandas', 'pytorch', 'networkx', 'sql', 'postgresql', 'nosql', 'linux', 'r', 'scala', 'julia', 'java']"
Продуктовый/BI аналитик,junior,"['sql', 'tableau', 'jira']"
Аналитик данных Wink (контентный аналитик),junior,"['sql', 'python']"
Аналитик данных,middle,['sql']
Аналитик данных,junior,"['sql', 'yandex']"
Аналитик данных / товаров для маркетплейсов / E-COMMERCE,intern,[]
Менеджер поддержки продаж / Аналитик данных,junior,[]
Middle Data Analyst,middle,['sql']
Аналитик данных (в отдел маркетинга),middle,[]
Аналитик данных,junior,[]
Senior Media Data Analyst (Media Research),senior,"['sql', 'python', 'data analysis', 'research', 'sql', 'postgresql', 'postgresql', 'researcher', 'research', 'tns']"
Ведущий аналитик данных розничных сетей,senior,"['sql', 'data analysis', 'analytics', 'consultant', 'olap olap']"
Младший аналитик данных,junior,"['python', 'sql']"
Системный аналитик данных,junior,[]
Аналитик баз данных/продуктовый аналитик,junior,[]
Системный аналитик данных,junior,[]
Аналитик данных (e-commerce/маркетплейсы) / Data Analyst,junior,"['b', 'sql', 'python']"
Аналитик данных,junior,['sql']
Бизнес-аналитик по данным и финансам,middle,['sql']
Оператор базы данных в департамент аналитики,junior,[]
Data Analyst,middle,"['data analysis', 'data analysis', 'analysis marketing', 'python', 'sql']"
Аналитик данных СберНПФ,middle,['python']
Аналитик-разработчик BI (Qlik Sense),middle,[]
BI – Аналитик/BI – разработчик,middle,['sql']
BI-аналитик,middle,[]
Аналитик данных (Data Analyst),junior,"['sql', 'postgresql', 'greenplum', 'activemq', 'oracle bi', 'uml', 'python']"
Data-аналитик в направление ECOM,junior,"['sql', 'python', 'tableau', 'sql', 'pandas', 'numpy', 'b', 'bigquery']"
Помощник аналитика данных,junior,[]
Data Scientist/Team lead,senior,"['machine learning', 'sql', 'python', 'sql', 'tableau', 'matplotlib', 'docker', 'flask', 'postgresql', 'mongodb']"
Аналитик BI ( PIX BI / QlikSense / QlikView ),junior,"['qlikview', 'sql', 'qlikview', 'sql']"
"Ведущий аналитик данных ALM, Ozon Банк",senior,"['python', 'sql', 'pandas', 'numpy']"
Bi/Data Analyst,junior,"['python', 'pandas', 'tableau']"
Системный аналитик Озера данных,middle,"['sql', 'hadoop apache', 'python']"
Аналитик данных в сфере финансового мониторинга,middle,"['sql', 'sql server', 'postgresql', 'oracle bi', 'tableau']"
Аналитик данных,junior,"['sql', 'python', 'pandas', 'numpy', 'matplotlib']"
Технолог склада/Аналитик бизнес-процессов,junior,"['wms', 'autocad']"
Data Engineer / Product Analyst (Game Dev),middle,"['big data', 'big data', 'sql', 'amplitude', 'b', 'bigquery', 'amplitude', 'tableau']"
Аналитик бизнес-процессов,junior,[]
Senior Data Scientist в Безопасность бэк-офиса [Trust and Safety],senior,"['pytorch', 'python', 'docker']"
Аналитик данных,junior,[]
BI-аналитик,junior,"['sql', 'python']"
Lead Business Data Analyst,senior,"['sql', 'cloud services', 'dama']"
Аналитик Power BI | Middle,middle,"['sql', 'python', 'sql', 'javascript', 'typescript', 'ad hoc', 'ad hoc', 'hoc analysis']"
Аналитик данных,junior,"['kubernetes', 'python', 'pandas', 'numpy', 'tensorflow', 'pytorch', 'sql', 'greenplum', 'feature engineering', 'tableau', 'sql', 'nosql', 'airflow', 'devops']"
Системный аналитик BI,junior,"['sql', 'sql']"
Системный аналитик BI,junior,"['sql', 'sql']"
Аналитик бизнес-процессов,junior,['sql']
Аналитик данных,middle,"['postgresql', 'python']"
Аналитик бизнес-процессов,middle,[]
Аналитик баз данных,junior,[]
Аналитик отдела анализа данных,junior,['python']
Data Scientist (Python),middle,"['git', 'jira', 'confluence', 'linux', 'sqlalchemy', 'alembic', 'pandas', 'scipy', 'numpy', 'openapi']"
"Аналитик данных, Группа аналитики по рискам B2B, Ozon Bank",middle,"['python', 'sql', 'b']"
Ведущий аналитик Управления методологии и оптимизации бизнес-процессов,senior,['sql']
Портфельный аналитик (Risk Data Analyst),junior,"['sql', 'python', 'b']"
Аналитик данных (операционный департамент),junior,['sql']
Data Scientist / ML-специалист,junior,"['python', 'sql', 'pandas', 'numpy', 'matplotlib']"
Ведущий разработчик искусственного интеллекта/Middle Data scientist,middle,"['python', 'postgresql']"
Аналитик данных (Контроль качества ПВЗ),junior,"['sql', 'python', 'pandas']"
Аналитик данных ( Fine BI ),middle,['sql']
Аналитик бизнес - процессов,middle,[]
Аналитик бизнес - процессов,middle,[]
Аналитик бизнес - процессов,middle,[]
BI-аналитик,middle,"['sql', 'tableau']"
"Data Scientist, ML Global",junior,"['python', 'pytorch', 'sql', 'deep learning', 'pyspark']"
Senior/Lead Data Analyst (Геоаналитика),senior,"['sql', 'python']"
BI-Аналитик/Продуктовый аналитик/DWH,junior,"['sql', 'python']"
Data аналитик,junior,"['python', 'sql', 'sql', 'python']"
Аналитик данных/маркетинговый аналитик,middle,['firebase']
Middle BI-аналитик,middle,"['sql', 'decision', 'decision making', 'decision making', 'python', 'data analysis']"
Data Scientist,intern,"['machine learning', 'numpy', 'docker']"
Аналитик данных (Excel/SQL),junior,['sql']
Data Scientist,middle,"['machine learning', 'tensorflow', 'pytorch', 'numpy', 'pandas']"
Data analyst,junior,"['python', 'sql server', 'sql']"
Руководитель направления BI-аналитики,senior,"['python', 'greenplum', 'pyspark', 'linux', 'git']"
"Junior Data Scientist в команду ""Модели для поставок""",junior,"['python', 'catboost', 'xgboost']"
Ведущий Data Scientist /Руководитель команды Ad-Hoc аналитики,senior,"['python', 'sql']"
Аналитик бизнес-процессов (BI аналитик),senior,"['uml', 'uml', 'sql', 'python']"
Аналитик бизнес-процессов,middle,['business studio']
Аналитик данных / Data analyst​​​​​​​,middle,"['python', 'sql']"
"Старший Data Scientist, Ранжирование",senior,"['python', 'data science']"
Data analyst / Аналитик данных (стажер),junior,"['python', 'sql', 'tableau', 'data analysis']"
Аналитик данных (AdTech) programmatic / антифрод,middle,"['sql', 'python']"
Аналитик данных (в отдел разработки клиентских решений),junior,['sql']
Аналитик данных,middle,"['python', 'sql', 'sql', 'python', 'b']"
Senior Data scientist / Старший эконометрист,senior,"['python', 'sql', 'r']"
Аналитик данных (Middle/Middle+),middle,"['sql', 'android']"
Data аналитик / Аналитик данных,junior,"['python', 'sql', 'agile', 'uml', 'scrum', 'sql server', 'postgresql']"
Аналитик Power BI (BI Analyst / Product Analyst),junior,"['sql', 'postgresql', 'json']"
Старший BI-аналитик,senior,[]
Аналитик данных,junior,[]
Руководитель группы аналитики данных (Астра Консалтинг),senior,['libreoffice']
Аналитик баз данных логистики и снабжения,junior,"['sql', 'python']"
"Старший Data Scientist, Рекомендации и персонализация",senior,"['python', 'deep learning']"
Middle Data Scientist разработчик NLP/OCR/CV/Audio,middle,['python']
Аналитик качества данных / BI-аналитик,junior,['sql']
"Старший аналитик данных, Ozon fresh, группа маркетинговой аналитики",senior,"['sql', 'b', 'python']"
Аналитик данных (B2B и финансы),middle,['sql']
Менеджер по бюджетированию и аналитике данных,junior,[]
"Engineer, Data & Analytics-II - Engineer, Data & Analytics - Senior (Data Scientist)",senior,"['agile', 'devops', 'pytorch', 'keras', 'tensorflow', 'analytics', 'data science', 'supervised', 'unsupervised learning', 'statistical', 'model development', 'pytorch', 'tensorflow', 'keras', 'opencv', 'data data', 'data data', 'cloud platforms', 'e', 'scalable', 'agile development', 'devops', 'translate', 'data science', 'russian', 'english', 'teamwork']"
Аналитик данных (SQL),junior,"['sql', 'sql']"
BI-аналитик (разработка и анализ дашбордов),junior,"['sql', 'python', 'sql', 'python']"
Эксперт по финансовой аналитике и разработке бизнес-отчетности/Аналитик данных,middle,[]
Data Scientist (LLM),junior,"['python', 'pytorch']"
Главный аналитик- разработчик BI,senior,"['sql', 'python']"
Data-аналитик по выявлению рисковых зон в деятельности банка/эксперт по цифровым технологиям аудита,junior,"['python', 'sql']"
Data Scientist,middle,"['python', 'pytorch', 'tensorflow', 'xgboost']"
Data Analyst (ментор),junior,"['sql', 'tableau', 'python', 'data mining', 'statistica', 'data analysis', 'problem solving', 'statistics', 'sql', 'postgresql', 'mysql', 'data warehouse', 'data warehouse', 'operators', 'data types', 'casting', 'operators', 'sql', 'performance optimization', 'indexes', 'conditional operators', 'decode', 'python', 'python libraries', 'matplotlib', 'seaborn', 'numpy', 'data visualization', 'tableau', 'presentation']"
Аналитик Данных/Data Analyst,junior,"['sql', 'python', 'pandas', 'numpy']"
Аналитик данных,middle,[]
Аналитик данных,intern,[]
Junior Data Scientist,junior,['python']
Middle Data analyst (Лаборатория продуктов),middle,['sql']
"Data Scientist (NLP, RAG)",middle,"['python', 'sql']"
Аналитик данных,junior,['sql']
BI Аналитик,middle,"['bi power', 'sap bi', 'tableau', 'oracle bi', 'qlikview', 'greenplum', 'postgresql']"
Аналитик бизнес-процессов,junior,[]
Junior Data Scientist,junior,"['python', 'sql', 'data science']"
Аналитик данных,junior,"['sql', 'python', 'python', 'sql', 'r', 'tableau', 'b']"
Middle Data Analyst,middle,"['python', 'sql']"
Аналитик бизнес-процессов,junior,[]
Аналитик данных,junior,[]
Аналитик отчетности и визуализации данных,junior,[]
Middle Data Analyst,middle,"['english', 'tableau']"
Младший аналитик данных,junior,"['bi power', 'sql']"
Аналитик данных,middle,"['sql', 'python', 'b', 'catboost']"
Аналитик данных,junior,"['mapinfo', 'figma']"
Аналитик данных,junior,"['sql', 'python', 'bigquery', 'sql']"
BI-аналитик,middle,[]
BI-аналитик,middle,[]
Аналитик данных,middle,"['sql', 'postgresql', 'python', 'pandas', 'greenplum', 'b', 'matplotlib']"
Аналитик данных,middle,"['sql', 'postgresql', 'python', 'pandas', 'greenplum', 'b', 'matplotlib']"
BI-аналитик (внедрение и поддержка BI-систем) | BI Analyst,junior,"['sql', 'greenplum', 'servicenow', 'jira']"
ML-специалист (Machine Learning Engineer / Data Scientist),junior,"['python', 'numpy', 'pandas', 'tensorflow', 'pytorch', 'keras', 'data processing', 'sql', 'matplotlib', 'seaborn', 'plotly', 'transformers', 'spacy', 'nltk', 'opencv', 'flask', 'docker', 'precision recall']"
Middle Data Scientist,middle,"['python', 'sql', 'nosql', 'pytorch', 'tensorflow']"
Data analyst,junior,['sql']
Аналитик данных (команда Антифрод),junior,"['sql', 'postgresql']"
Советник отдела исследований и аналитики данных,intern,[]
"Аналитик данных (python, sql)",middle,"['sql', 'python']"
Консультант отдела исследований и аналитики данных,intern,[]
Бизнес-аналитик (направление ведение базы данных в программе 1С),junior,['excel microsoft']
Аналитик данных (excel),junior,[]
Аналитик данных/ Data Analyst (in-app),junior,['sql']
Аналитик данных,junior,"['sql', 'python']"
BI-аналитик,junior,"['sql', 'python']"
Аналитик данных,junior,"['sql', 'sql', 'python']"
Бизнес-аналитик по BI/дашбордам,middle,[]
Junior Data - аналитик,junior,"['sql', 'git']"
Data Scientist,junior,"['python', 'pytorch', 'opencv', 'nltk', 'linux', 'vscode']"
Аналитик данных,intern,['sql']
Аналитик автоматизации бизнес-процессов,junior,"['python', 'python', 'sql', 'figma', 'python', 'scripting']"
Аналитик данных (Power BI),junior,['sql']
Аналитик данных (экономика и финансы),junior,[]
Lead MLE/Data Scientist,senior,"['data science', 'python']"
Аналитик данных (операционная аналитика),middle,"['sql', 'python']"
Ассистент аналитика данных на маркетплейсах | e-commerce,junior,"['sql', 'python']"
Аналитик исследований (BI),middle,[]
Data scientist Time series (Middle/Middle+),middle,"['python', 'sql', 'pyspark']"
Data Analyst,middle,"['sql', 'python', 'oracle bi']"
Junior CV инженер (data scientist),junior,"['python', 'pytorch', 'opencv', 'git']"
Аналитик данных,junior,"['python', 'pandas', 'numpy', 'tensorflow', 'pytorch', 'matplotlib', 'seaborn', 'r', 'sql', 'postgresql', 'mysql', 'hive', 'airflow']"
Аналитик данных (Data analyst),junior,"['sql', 'python']"
Senior Data Scientist,senior,"['python', 'sql']"
Data Scientist,middle,"['python', 'pytorch', 'linux']"
Аналитик данных,middle,['sql']
"Аналитик по доходам и затратам (оптимизация прибыли, Data Analysis, SQL, Excel)",junior,['sql']
Data analyst / Аналитик данных (ученик),intern,"['python', 'sql', 'nosql', 'data engineer']"
Team Lead​​​​​​​ Data Scientist (Search & Recommendation),senior,"['python', 'sql']"
Старший аналитик данных в команду Communications,senior,"['python', 'sql', 'b']"
CV инженер (data scientist),middle,"['python', 'pytorch', 'tensorflow', 'opencv', 'git', 'python', 'pytorch', 'tensorflow', 'opencv', 'git']"
"Аналитик данных в управление внедрений, middle+",middle,"['sql', 'python']"
Аналитик данных,junior,['sql']
Data Scientist,middle,"['python', 'numpy', 'pandas', 'catboost', 'xgboost', 'sql', 'b', 'git', 'pyspark', 'b', 'rest api', 'docker', 'redis', 'hive', 'qlikview']"
"Стажер системный аналитик в МТС Все Страховки [Big Data, МТС Веб Сервисы]",junior,"['sql', 'json', 'rest api']"
Бизнес - аналитик (в команду BI),junior,"['sql', 'figma']"
Аналитик по внедрению BI решений (джун),intern,['sql']
Data Scientist (риски),middle,"['python', 'sql']"
Аналитик данных,middle,"['sql', 'python', 'ad hoc']"
BI-аналитик (FineBI),middle,['sql']
Начинающий специалист - Аналитик данных,junior,[]
Data Scientist,middle,"['pytorch', 'sql', 'python']"
Аналитик Luxms BI,middle,"['sql', 'postgresql', 'python']"
Аналитик данных (заместитель начальника отдела),senior,"['sql', 'pyspark', 'gitlab', 'zeppelin', 'airflow']"
Аналитик данных,junior,['sql']
Аналитик бизнес процессов и систем SAP,junior,"['sql', 'rest api']"
Аналитик бизнес-процессов / BI аналитик,middle,"['sql', 'plantuml', 'uml', 'tableau']"
Аналитик-разработчик BI Middle+,middle,"['sql', 'jira', 'python']"
Аналитик-разработчик BI Middle+,middle,"['sql', 'jira', 'python']"
Бизнес-аналитик / BI analyst,middle,[]
"Системный аналитик КХД (DWH, Качество данных, IT-подразделение)",middle,['sql']
Младший аналитик данных (продукт каско),junior,[]
"Middle Data Analyst в NET (Big Data, МТС Веб Сервисы)",middle,"['sql', 'python']"
"Аналитик данных, Управление дистанционного взыскания",junior,['sql']
"Аналитик данных (Управление ""Общекредитные процессы и сервисы"")",middle,"['sql', 'python']"
Эксперт по разметке мастер-данных / системный аналитик (BI),middle,"['sql', 'postman', 'tableau', 'uml']"
BI-аналитик,middle,"['sql server', 'sql', 'python']"
Data Scientist Middle на проекты HR,middle,['pytorch']
BI-аналитик,middle,"['tableau', 'sql', 'qlikview']"
BI-Аналитик,junior,"['sql', 'sql']"
"RnD-аналитик B2B, Аналитик бизнес-процессов и рынка",middle,['python']
Data-аналитик,junior,"['python', 'sql']"
Специалист по мастер данным,junior,[]
Аналитик данных,junior,['sql']
Аналитик данных по ценообразованию,junior,['sql']
Системный аналитик по внедрению ИТ и бизнес процессов,middle,['uml']
BI-аналитик / Аналитик данных,junior,['sql']
Аналитик данных,intern,[]
Trainee Data Engineer/Data Analyst,junior,"['data data', 'data data', 'data engineering', 'postgresql', 'mysql', 'nosql']"
Data - analyst / Аналитик данных,middle,[]
Аналитик данных (просроченная задолженность),middle,"['sql oracle', 'tableau']"
Marketing Data Analyst,middle,"['data analysis', 'data analysis', 'analysis marketing', 'python', 'sql']"
"Старший Data Scientist, Эффективность рекламы",senior,"['python', 'yarn', 'hive']"
Аналитик данных,middle,['python']
Аналитик баз данных (международная логистика),intern,[]
Аналитик бизнес-процессов,middle,[]
Системный аналитик (Greenplum / Oracle / BI),intern,"['sql oracle', 'greenplum', 'tableau', 'greenplum', 'sql', 'tableau', 'stage', 'dm']"
Аналитик DWH/BI,junior,"['sql', 'olap oracle', 'sql oracle', 'oracle bi']"
Аналитик данных,junior,"['sql', 'python', 'google docs', 'sql', 'python', 'google docs']"
Аналитик данных по закупкам,junior,[]
"С++ Программист (ML Engineer / Data Scientist, видеоаналитик)",middle,"['c++', 'qt', 'python', 'opencv', 'tensorflow', 'qt', 'python', 'opencv', 'tensorflow', 'linux']"
Product/Data Analyst,junior,"['python', 'sql', 'b']"
Аналитик данных,junior,['sql']
Аналитик данных и факт-чекинга,intern,[]
"E-commerce Data Analyst (Amazon, Walmart)",middle,"['bigquery', 'big data', 'tableau', 'b', 'sql']"
ML engineer / Data scientist,middle,"['sql', 'pandas', 'git', 'jenkins', 'jira', 'confluence']"
"Data Analyst ""Платформа экспериментов""",middle,"['python', 'sql', 'b']"
BI-аналитик,junior,"['python', 'sql']"
Data analyst / Аналитик данных,middle,"['sql', 'python', 'airflow', 'bigquery', 'tableau', 'ad hoc', 'sql', 'python', 'sql', 'python', 'tableau', 'amplitude']"
Аналитик данных/управляющий продуктом,intern,['python']
Бизнес-аналитик данных,junior,[]
Middle Data Scientist (Search & Recommendation),middle,"['python', 'sql']"
Младший аналитик данных,junior,"['english', 'friendly']"
Data Analyst,middle,"['sql', 'python', 'tableau']"
Аналитик данных,middle,"['sql', 'qlikview', 'python', 'tableau', 'sql', 'python']"
Аналитик данных,junior,['sql']
Аналитик баз данных,junior,[]
Аналитик данных / Бизнес аналитик,middle,"['sql', 'sql']"
Аналитик данных (в группу дата аналитики),middle,"['sql', 'python']"
Аналитик данных,junior,"['python', 'hadoop apache', 'sql']"
Data Scientist (RecSys),middle,"['python', 'sql', 'pyspark', 'catboost']"
Senior / Middle Data Scientist в стрим моделирования R'n'D,middle,"['pyspark', 'python']"
Middle аналитик данных,middle,"['sql', 'python']"
Аналитик бизнес-процессов,intern,[]
BI-аналитик,junior,"['qlikview', 'sql', 'rest api']"
Middle BI-аналитик (аналитик данных),middle,"['sql', 'python', 'bigquery', 'ad hoc', 'ad hoc', 'hoc analysis']"
Аналитик данных в стрим Аналитика и отчётность продаж,junior,"['sql', 'linux', 'sql', 'mysql', 'sql server', 'qlikview']"
Senior Data scientist (RecSys),senior,"['python', 'pyspark', 'pytorch']"
Team Lead Data Scientist,senior,"['python', 'sql', 'big data', 'big data']"
Аналитик данных в команду внутреннего контроля,junior,"['sql', 'python', 'tableau']"
Аналитик данных (Data Analyst) в команду домена В2С,middle,['sql']
"Старший Data Scientist, Рекламный аукцион и управление ставками",senior,"['pytorch', 'postgresql', 'python']"
Ведущий Аналитик DWH/Data аналитик,senior,"['sql', 'sql', 'spark apache']"
Аналитик данных (Внутренний контроль),junior,"['sql', 'python', 'tableau']"
Аналитик баз данных | Junior DBA,junior,"['sql', 'python', 'postgresql', 'docker', 'bash']"
Аналитик данных,junior,[]
Аналитик данных коммерческой функции,middle,"['python', 'sql', 'postgresql', 'pandas']"
Marketing Data Analyst,middle,"['data analysis', 'data analysis', 'analysis marketing', 'python', 'sql']"
Аналитик данных мотивационной отчетности/DWH,junior,"['sql', 'postgresql']"
Специалист по большим данным,intern,['python']
Аналитик-разработчик Power BI,middle,"['pyspark', 'sql server', 'pyspark', 'python', 'sql server', 'sql', 'sql', 'm']"
Аналитик данных,middle,"['sql', 'python', 'greenplum', 'jira', 'pandas']"
Аналитик данных,middle,"['sql', 'python', 'pandas', 'jira', 'greenplum']"
"Специалист (социолог, маркетолог, аналитик данных)",intern,[]
Аналитик по загрузкам данных,middle,"['sql', 'git']"
Data Scientist NLP (Senior),senior,"['pytorch', 'tensorflow', 'pandas', 'nltk', 'python', 'pytorch', 'tensorflow', 'pandas']"
Аналитик данных,junior,['sql']
Аналитик данных,junior,"['sql', 'tableau', 'plotly', 'qlikview', 'snowflake', 'bigquery', 'sql', 'sql', 'tableau', 'plotly', 'b', 'bi power', 'tableau', 'qlikview', 'snowflake', 'bigquery']"
Data Scientist,middle,['python']
Продуктовый аналитик (BI аналитик),junior,"['sql', 'python', 'b']"
Data Scientist / ML Engineer,junior,"['python', 'sql', 'catboost', 'xgboost']"
BI-аналитик,middle,"['sql', 'sql', 'python']"
"Аналитик бизнес-процессов (направление ДБО, СБП)",junior,[]
Главный аналитик бизнес-процессов по защите прав застрахованных,senior,"['sql', 'python']"
Аналитик данных,junior,"['sql', 'python']"
Аналитик базы данных в отдел Маркетинга,junior,"['sql', 'tableau']"
Senior Data Scientist / Инженер машинного обучения в команду моделей для логистики,senior,"['python', 'pyspark']"
Аналитик данных (BI),middle,"['sql', 'python', 'tableau', 'python', 'r', 'sql', 'nosql', 'agile']"
Аналитик данных,middle,"['python', 'postgresql', 'mysql', 'moodle']"
BI-аналитик,junior,"['sql', 'python', 'data analysis', 'sql', 'postgresql', 'sql', 'postgresql', 'sql server', 'mysql', 'tableau']"
Middle+ / Senior Data-аналитик,middle,"['pandas', 'sql', 'git', 'java', 'python', 'groovy', 'jira']"
"Middle системный аналитик в MWS Data Compass [Big Data, МТС Веб Сервисы]",middle,"['sql', 'python', 'pyspark', 'rest rest', 'rest rest', 'rest api']"
Аналитик базы данных (оператор),junior,[]
Senior data analyst,senior,"['sql', 'docker', 'python', 'pandas', 'numpy', 'scipy', 'statsmodels', 'topic modeling', 'nltk', 'spacy', 'transformers', 'opencv', 'k means', 'dbscan', 'docker', 'flask', 'pyspark', 'sql', 'friendly']"
Data analyst / Аналитик данных,middle,"['python', 'sql', 'big data', 'big data']"
Data Scientist middle/senior,middle,['python']
Data Scientist/ ML Engineer на Интеллектуальную платформу коммуникации,middle,['python']
Data Scientist (стажер),junior,"['sql', 'pytorch', 'python', 'docker']"
Data Scientist (стажер),junior,"['sql', 'pytorch', 'python', 'docker']"
Data Scientist (стажер),junior,"['sql', 'pytorch', 'python', 'docker']"
Аналитик бизнес-процессов,junior,"['uml', 'mapping', 'uml']"
Аналитик данных,junior,"['sql', 'python']"
Аналитик данных в сфере АПК,middle,[]
"Эксперт автоматизации сбора данных / Аналитик (ETL, DWH)",junior,"['sql', 'python', 'sql']"
"Аналитик данных (excel, DTS, CRM)",middle,[]
Аналитик данных,junior,"['sql', 'postgresql']"
Data Scientist (Моделирование рисков корпоративного кредитования),middle,"['python', 'numpy', 'pandas', 'postgresql', 'docker', 'matplotlib', 'seaborn']"
Эксперт/Senior эксперт Продвинутая аналитика и моделирование (Data Scientist/ML-инженер),senior,"['xgboost', 'pytorch', 'matplotlib', 'pandas', 'numpy', 'python', 'sql']"
Эксперт/Senior эксперт Продвинутая аналитика и моделирование (Data Scientist/ML-инженер),senior,"['xgboost', 'pytorch', 'matplotlib', 'pandas', 'numpy', 'python', 'sql']"
Эксперт/Senior эксперт Продвинутая аналитика и моделирование (Data Scientist/ML-инженер),senior,"['xgboost', 'pytorch', 'matplotlib', 'pandas', 'numpy', 'python', 'sql']"
Эксперт/Senior эксперт Продвинутая аналитика и моделирование (Data Scientist/ML-инженер),senior,"['xgboost', 'pytorch', 'matplotlib', 'pandas', 'numpy', 'python', 'sql']"
Аналитик данных в Управление фрод-мониторинга,middle,"['python', 'sql', 'sql', 'python']"
"Middle/Senior Business Analyst [Big Data, МТС Веб Сервисы]",middle,"['sql', 'python', 'pyspark']"
ML Engineer/Data Scientist на продукт Ценообразование,middle,"['python', 'pyspark']"
Старший аналитик данных (антифрод) в VK Реклама,senior,"['sql', 'python']"
Data Scientist/python-разработчик,middle,"['python', 'sql', 'git', 'docker']"
Старший BI-аналитик,senior,[]
Старший BI-аналитик,senior,[]
Аналитик данных,middle,['sql']
Senior Data Scientist (Rec. system),senior,"['python', 'sql']"
Senior Data Scientist (Rec. system),senior,"['python', 'sql']"
Ведущий специалист (аналитик данных по управлению запасами),senior,"['python', 'figma']"
Data Scientist/ML-Аналитик,junior,"['python', 'postgresql', 'sql']"
"Эксперт/Senior эксперт Продвинутая аналитика и моделирование (Data Scientist, ML-инженер)",senior,"['xgboost', 'pytorch', 'matplotlib', 'pandas', 'numpy', 'python', 'sql']"
